id,label,url,brand,name,skin_type,price ,img,spf,concern,concern2,concern3,key_ingredient,fomula
skincare_546,mask-and-peel,https://www.myntra.com/mask-and-peel/innisfree/innisfree-unisex-special-care-foot-mask-20-g/7206949/buy,Innisfree,Unisex Special Care Foot Mask 20 g,All, Rs. 950.00 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7206949/2018/11/20/b771bdde-9b96-4621-9aed-67ac760e033d1542716586179-Innisfree-Unisex-Special-Care-Foot-Mask-20-g-1661542716586116-1.jpg",,Hydration,Deep Nourishment,Daily Use,,
skincare_547,mask-and-peel,https://www.myntra.com/mask-and-peel/lakme/lakme-blush--glow-kiwi-sheet-mask-20-ml/11523464/buy,Lakme,Blush & Glow Kiwi Sheet Mask 20 ml,All, Rs. 400.00 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11523464/2021/3/26/ed2ff462-68fc-46e7-b138-b09e763a98861616741832197-Lakme-Women-Mask-and-Peel-6051616741831873-1.jpg",,Daily Use,Deep Nourishment,Hydration,,
skincare_548,mask-and-peel,https://www.myntra.com/mask-and-peel/the-face-shop/the-face-shop-real-nature-firming-blueberry-face-mask/6687973/buy,The Face Shop,Real Nature Firming Blueberry Face Mask,All, Rs. 500.00 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/6687973/2021/8/11/535614ad-1437-42e8-8862-0558672c71051628659450143TheFaceShopRealNatureFirmingBlueberryFaceMask1.jpg",,Dryness,Skin Sagging,Softening and Smoothening,,
skincare_549,mask-and-peel,https://www.myntra.com/mask-and-peel/beardo/beardo-men-activated-charcoal-deep-skin-cleansing-rejuvenating-peel-off-mask-100-ml/7287223/buy,BEARDO,Men Activated Charcoal Deep Skin Cleansing Rejuvenating Peel-Off Mask 100 ml,All," Rs. 1,190.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7287223/2021/9/2/315e04e4-bede-409f-b388-67d69221dcd41630576906174-BEARDO-Men-Activated-Charcoal-Deep-Skin-Cleansing-Rejuvenati-1.jpg",,Pore Care,Tan Removal,Oil Control,Charcoal,
skincare_550,mask-and-peel,https://www.myntra.com/mask-and-peel/arias-by-lara-dutta/arias-by-lara-dutta-activated-pumpkin-enzyme-mask-with-glycolic-acid-100-g/15239824/buy,ARIAS By LARA DUTTA,Activated Pumpkin Enzyme Mask With Glycolic Acid 100 g,All," Rs. 1,125.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15239824/2021/9/13/e6028516-0f03-4b59-a934-4e04419c98291631542966139-ARIAS-By-LARA-DUTTA-Activated-Pumpkin-Enzyme-Mask-With-Glyco-1.jpg",,Acne and Blemishes,Acne and Blemishes,Anti-Pollution,Witch Hazel,
skincare_551,mask-and-peel,https://www.myntra.com/mask-and-peel/vedix/vedix-customized-ayurvedic-face-pack/15459032/buy,VEDIX,Vedix Customized Ayurvedic Face Pack,Combination," Rs. 1,995.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15459032/2021/9/15/b585f59c-a00d-4f9e-8533-c7129c4645061631710450005fabGLOBALWomenNavyBlueEthnicMotifsPrintedKurtaMaskandPeelVED1.jpg",,Dark Spots,Redness,Dark Spots,Sandalwood,
skincare_552,mask-and-peel,https://www.myntra.com/mask-and-peel/mamaearth/mamaearth-vitamin-c-sustainable-sleeping-mask-for-skin-illumination-100-g/11920050/buy,Mamaearth,Vitamin C Sustainable Sleeping Mask For Skin Illumination 100 g,All," Rs. 2,695.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11920050/2020/10/9/9deb164b-ace3-484a-9591-592d200395f81602266817793MamaearthUnisexVitaminCSleepingMaskForSkinIllumination100g1.jpg",,Oily Skin,,,Turmeric,
skincare_553,mask-and-peel,https://www.myntra.com/mask-and-peel/the-face-shop/the-face-shop-real-nature-avocado-face-mask-20-g/2484862/buy,The Face Shop,Real Nature Avocado Face Mask 20 g,All, Rs. 500.00 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2484862/2021/8/11/b47e7ad3-5f9f-4161-948a-1d8be84e35a71628658968274TheFaceShopRealNatureAvocadoFaceMask20g1.jpg",,Finelines and Wrinkles,Dryness,Skin Sagging,Avocado,
skincare_554,mask-and-peel,https://www.myntra.com/mask-and-peel/miss-claire/miss-claire-pack-of-6-tea-tree-nose-strips/14294098/buy,Miss Claire,Pack of 6 Tea Tree Nose Strips,Combination, Rs. 655.00 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14294098/2021/8/5/00372f3e-1286-4cd6-b956-635f18f34b5c1628143393761-Miss-Claire-Women-Mask-and-Peel-2671628143393608-1.jpg",,Acne and Blemishes,,,Tea Tree,
skincare_555,mask-and-peel,https://www.myntra.com/mask-and-peel/lotus-herbals/lotus-herbals-sustainable-claywhite-face-pack-120-g/57771/buy,Lotus Herbals,Sustainable Claywhite Face Pack 120 g,All," Rs. 1,120.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/57771/2020/10/10/98e1c126-266c-435b-a25b-f73a9821e70f1602270589789LotusHerbalsSustainableClaywhiteFacePack1.jpg",,Oily Skin,,,,
skincare_556,mask-and-peel,https://www.myntra.com/mask-and-peel/loreal/loreal-paris-pure-clay-detoxify-charcoal-face-mask-50-g/3885711/buy,LOreal,Paris Pure-Clay Detoxify Charcoal Face Mask 50 g,All," Rs. 2,250.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/3885711/2018/4/17/11523957765154-LOreal-Women-Mask-and-Peel-1091523957765085-1.jpg",,Daily Use,Blackheads and Whiteheads,,Charcoal,
skincare_557,mask-and-peel,https://www.myntra.com/mask-and-peel/vedix/vedix-avasya-clarifying-clay-mask-for-acne-prone-skin-ayurvedic-face-pack--100gm/15458414/buy,VEDIX,Avasya Clarifying Clay Mask For Acne Prone Skin Ayurvedic Face Pack- 100gm,Oily," Rs. 1,995.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15458414/2021/9/16/7f8292ed-2588-4833-8c20-93df70a0c7071631752257063MaskandPeel1.jpg",,Acne and Blemishes,,,,
skincare_558,mask-and-peel,https://www.myntra.com/mask-and-peel/the-face-shop/the-face-shop-real-nature-honey-face-mask-20-g/2484860/buy,The Face Shop,Real Nature Honey Face Mask 20 g,All, Rs. 500.00 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2484860/2021/8/11/45f67656-c41b-48c0-9932-2be6f84220de1628659202498TheFaceShopRealNatureHoneyFaceMask20g1.jpg",,Dull Skin,Dryness,Daily Use,Honey,
skincare_559,mask-and-peel,https://www.myntra.com/mask-and-peel/plum/plum-green-tea-clear-sustainable-face-mask/1460742/buy,Plum,Green Tea Clear Sustainable Face Mask,Oily," Rs. 2,080.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/1460742/2021/5/21/d3d23965-1f8a-4bf0-95ed-badf97d7eca31621573849064PlumGreenTeaClearSustainableFaceMask1.jpg",,Acne and Blemishes,Blackheads and Whiteheads,Pore Care,Green Tea,
skincare_560,mask-and-peel,https://www.myntra.com/mask-and-peel/wow-skin-science/wow-skin-science-activated-charcoal-face-peel-off-mask-100-ml/12690360/buy,WOW SKIN SCIENCE,Activated Charcoal Face Peel Off Mask 100 ml,All," Rs. 1,715.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2020/10/8/565e7e81-ebb5-4e36-92f2-4dd21845a2581602113932754-1.jpg",,Anti-Pollution,Tan Removal,Dull Skin,Charcoal,
skincare_561,mask-and-peel,https://www.myntra.com/mask-and-peel/himalaya/himalaya-tan-removal-orange-peel-off-mask-100-g/6627286/buy,Himalaya,Tan Removal Orange Peel-Off Mask 100 g,All, Rs. 510.00 ,"https://assets.myntassets.com/h_1136,q_90,w_852/v1/assets/images/6627286/2018/7/24/37329614-512b-4594-87d2-5cbf87d3f7ff1532415451469-Himalaya-Unisex-Mask-and-Peel-1251532415451453-1.jpg",,Tan Removal,Uneven Skin Tone,Daily Use,Honey,
skincare_562,mask-and-peel,https://www.myntra.com/mask-and-peel/the-face-shop/the-face-shop-real-nature-pomegranate-face-mask/2484863/buy,The Face Shop,Real Nature Pomegranate Face Mask,All, Rs. 500.00 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2484863/2019/9/5/e7ace59f-4bc6-4885-b739-7fc53b00c2291567687657756-The-Face-Shop-Real-Nature-Pomegranate-Face-Mask-20-g-5511567-1.jpg",,Finelines and Wrinkles,Dull Skin,Daily Use,,
skincare_563,mask-and-peel,https://www.myntra.com/mask-and-peel/pratha/pratha-beige-multani-clay-/15533928/buy,Pratha,Beige Multani Clay,Sensitive, Rs. 945.00 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15533928/2021/9/20/6cccecf2-6cf3-41b0-88d9-a84bd555c0cf1632141521963MultaniClaywithturmericrosebudssandelwood1.jpg",,Tan Removal,Irregular Textures,Blackheads and Whiteheads,Turmeric,
skincare_564,mask-and-peel,https://www.myntra.com/mask-and-peel/innisfree/innisfree-rice-capsule-recipe-pack-10-ml/11140392/buy,Innisfree,Rice Capsule Recipe Pack 10 ml,All, Rs. 675.00 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11140392/2020/7/14/b50bfd8a-3f94-48e7-a5ac-917c5c2162f61594712853761-Innisfree-Unisex-Mask-and-Peel-791594712853136-1.jpg",,Daily Use,,,,
skincare_565,mask-and-peel,https://www.myntra.com/mask-and-peel/forest-essentials/forest-essentials-facial-ubtan-multani-mitti-85g/12680134/buy,Forest Essentials,Facial Ubtan Multani Mitti 85g,All," Rs. 5,250.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/12680134/2021/8/11/5bf8bfb6-1c4e-4fb9-a848-ef9ccc6f9e601628669527778-Forest-Essentials-Multani-Mitti-Facial-Ubtan-85-gm-903162866-1.jpg",,Tan Removal,Blackheads and Whiteheads,Skin Inflammation,Turmeric,
skincare_566,mask-and-peel,https://www.myntra.com/mask-and-peel/the-face-shop/the-face-shop-real-nature-lemon-face-mask-20-g/7981523/buy,The Face Shop,Real Nature Lemon Face Mask 20 g,All, Rs. 500.00 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7981523/2020/2/18/fc28f882-5a9c-44ee-990f-cb9cfcd2c5b61582020161604-The-Face-Shop-Real-Nature-Lemon-Face-Mask-20-g-3131582020159-1.jpg",,Dull Skin,Softening and Smoothening,Daily Use,Lemon,
skincare_567,mask-and-peel,https://www.myntra.com/mask-and-peel/biotique/biotique-bio-myristica-spot-corrector-anti-acne-sustainable-face-pack-20-g/1661420/buy,Biotique,Bio Myristica Spot Corrector Anti-Acne Sustainable Face Pack 20 g,Oily, Rs. 585.00 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/1661420/2021/4/14/c6dac939-d5e2-45d5-b13b-a129e5dfc2501618385222559-Biotique-Bio-Myristica-Spot-Corrector-Anti-Acne-Sustainable--1.jpg",,Acne and Blemishes,Oil Control,,Sandalwood,
skincare_568,mask-and-peel,https://www.myntra.com/mask-and-peel/nutriglow/nutriglow-natural-bamboo-charcoal-face-pack-200gm/11836060/buy,NutriGlow,Natural Bamboo Charcoal Face Pack 200gm,All, Rs. 935.00 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11836060/2020/5/8/1d8ce5cb-d1f9-439f-9e35-c337d34942501588932804387NutriGlowMaskandPeel1.jpg",,Daily Use,,,,
skincare_569,mask-and-peel,https://www.myntra.com/mask-and-peel/the-face-shop/the-face-shop-real-nature-hydrating-aloe-face-mask/6687972/buy,The Face Shop,Real Nature Hydrating Aloe Face Mask,All, Rs. 500.00 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/6687972/2021/8/11/7d6281f4-9da2-4924-9736-8a90b080ae701628658984790TheFaceShopRealNatureHydratingAloeFaceMask1.jpg",,Dryness,Softening and Smoothening,Daily Use,Aloe Vera,
skincare_570,mask-and-peel,https://www.myntra.com/mask-and-peel/laneige/laneige-water-sleeping-mask-25-ml/12363610/buy,LANEIGE,Water Sleeping Mask 25 ml,All," Rs. 2,800.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/12363610/2021/8/11/03ee1512-6bdb-48a5-af36-09a7c009b8641628671304999LANEIGEWaterSleepingMask25ml1.jpg",,Daily Use,,,,
skincare_571,mask-and-peel,https://www.myntra.com/mask-and-peel/prolixr/prolixr-detoxifying-sea-algae-face-mask-50ml/12921890/buy,PROLIXR,Detoxifying Sea Algae Face Mask 50ml,All," Rs. 3,495.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2020/11/7/1547e04d-cd79-43ae-9f12-5bc39bfe10c01604741985101-1.jpg",,Oily Skin,,,,
skincare_572,mask-and-peel,https://www.myntra.com/mask-and-peel/mcaffeine/mcaffeine-cappuccino-coffee-face-mask---kills-999-acne-causing-germs-with-salicylic-acid-100-g/14193526/buy,MCaffeine,mCaffeine Cappuccino Coffee Face Mask - Kills 99.9% Acne Causing Germs with Salicylic Acid (100 g),All," Rs. 2,585.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14193526/2021/10/19/0d9d6c27-3f30-4539-9964-f1fd23ad1e871634644372255-mCaffeine-Cappuccino-Coffee-Face-Mask---Kills-999-Acne-Causi-15.jpg",,Acne and Blemishes,Pore Care,Blackheads and Whiteheads,Caffeine,
skincare_573,mask-and-peel,https://www.myntra.com/mask-and-peel/the-face-shop/the-face-shop-real-nature-green-tea-face-mask-20-gm/7987629/buy,The Face Shop,Real Nature Green Tea Face Mask 20 gm,All, Rs. 500.00 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7987629/2021/8/11/54d582f0-6f30-46c7-b841-b11421ac50441628659146438TheFaceShopRealNatureGreenTeaFaceMask20gm1.jpg",,Dryness,Softening and Smoothening,Daily Use,Green Tea,
skincare_574,mask-and-peel,https://www.myntra.com/mask-and-peel/skinkraft/skinkraft-customized-face-mask-niacinamide-with-peptide-anti-ageing-face-mask---100-g/15348454/buy,SKINKRAFT,Customized Face Mask Niacinamide with Peptide Anti-Ageing Face Mask - 100 g,All," Rs. 2,485.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15348454/2021/9/3/63d9d475-06e5-4a8a-a486-c85a2f584b931630650776025a1.jpg",,Finelines and Wrinkles,Anti-Ageing,Skin Sagging,,
skincare_575,mask-and-peel,https://www.myntra.com/mask-and-peel/biotique/biotique-bio-peach-clarifying--refining-peel-off-mask-50-gm/1661489/buy,Biotique,Bio Peach Clarifying & Refining Peel-Off Mask 50 gm,Oily, Rs. 585.00 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/1661489/2021/3/1/ec495192-cb61-45fe-9c6a-98f3b2a6d94c1614601487034-Biotique-Unisex-Bio-Peach-Clarifying--Refining-Peel-Off-Mask-1.jpg",,Acne and Blemishes,Pore Care,Acne and Blemishes,Aloe Vera,
skincare_576,mask-and-peel,https://www.myntra.com/mask-and-peel/bombay-shaving-company/bombay-shaving-company-unisex-charcoal-peel-off-mask-anti-pollution--blackhead-removal-100g/9093511/buy,Bombay Shaving Company,Unisex Charcoal Peel Off Mask Anti Pollution & Blackhead Removal 100g,All," Rs. 1,240.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/9093511/2021/1/13/1168b36a-0ac4-4eeb-9da0-77a56fc7dec61610520183663-Bombay-Shaving-Company-Unisex-Charcoal-Peel-Off-Mask-100-g-3-1.jpg",,Tan Removal,Anti-Pollution,,Charcoal,
skincare_577,mask-and-peel,https://www.myntra.com/mask-and-peel/the-face-shop/the-face-shop-real-nature-red-ginseng-face-mask-20-g/7979573/buy,The Face Shop,Real Nature Red Ginseng Face Mask 20 g,All, Rs. 500.00 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7979573/2020/2/18/82dab476-68ab-4900-b866-7fd229af3fd91582020144653-The-Face-Shop-Real-Nature-Red-Ginseng-Face-Mask-20-g-1615820-1.jpg",,Softening and Smoothening,Skin Sagging,Uneven Skin Tone,,
skincare_578,mask-and-peel,https://www.myntra.com/mask-and-peel/arias-by-lara-dutta/arias-by-lara-dutta-3-in-1-scrub-cleanser-mask/10790720/buy,ARIAS By LARA DUTTA,Arias By Lara Dutta 3 In 1 Scrub Cleanser Mask,All," Rs. 1,975.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/10790720/2019/11/13/dfe37a6a-2470-4211-bc64-64efcee3d2901573649115663-Arias-By-Lara-Dutta-3-In-1-Scrub-Cleanser-Mask-1311573649115-1.jpg",,Daily Use,,,,
skincare_579,mask-and-peel,https://www.myntra.com/mask-and-peel/loreal/loreal-paris-revitalift-plumping-essence-pro-youth-face-sheet-mask-30-g/10696784/buy,LOreal,L'Oreal Paris Revitalift Plumping Essence Pro-Youth Face Sheet Mask 30 g,All, Rs. 525.00 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/10696784/2019/11/4/e3bcf6cf-e15c-4cca-ae42-9c7f93e8ea361572874295981-LOreal-Women-Mask-and-Peel-1691572874294564-1.jpg",,Dryness,Hydration,Softening and Smoothening,Hyaluronic Acid,
skincare_580,mask-and-peel,https://www.myntra.com/mask-and-peel/the-body-shop/the-body-shop-japanese-matcha-tea-pollution-clearing-face-mask-15-ml/12568746/buy,THE BODY SHOP,Japanese Matcha Tea Pollution Clearing Face Mask 15 ml,All," Rs. 2,095.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2020/9/26/720dcb10-34d7-4947-96ef-4075c58bd18f1601071429838-1.jpg",,Anti-Pollution,Pore Care,Daily Use,Green Tea,
skincare_581,mask-and-peel,https://www.myntra.com/mask-and-peel/innisfree/innisfree-unisex-skin-clinic-soothing-madecassoside-mask-20-ml/11611906/buy,Innisfree,Unisex Skin Clinic Soothing Madecassoside Mask 20 ml,All, Rs. 700.00 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11611906/2020/3/19/daba1686-b84f-4ea7-9286-36bee730df5e1584619838657InnisfreeBijaTroubleGelCream40ml19LipstickLOrealWomenLipstic1.jpg",,Dryness,Softening and Smoothening,,,
skincare_582,mask-and-peel,https://www.myntra.com/mask-and-peel/glamveda/glamveda-activated-charcoal-peel-off-mask-100-gm/15100374/buy,GLAMVEDA,Glamveda Activated Charcoal Peel Off Mask 100 gm,All," Rs. 1,200.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15100374/2021/8/10/184ed3c9-bf96-41e5-b31a-61d666d8220a1628597453138GlamvedaActivatedCharcoalPeelOffMask1.jpg",,Blackheads and Whiteheads,Blackheads and Whiteheads,Blackheads and Whiteheads,Charcoal,
skincare_583,mask-and-peel,https://www.myntra.com/mask-and-peel/garnier/garnier-hyaluron-shot-fresh-mix-booster-mask/9747031/buy,Garnier,Hyaluron Shot Fresh-Mix Booster Mask,All, Rs. 710.00 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/9747031/2019/9/13/3a3bb7b8-511c-4799-a047-f6ec96d913c51568356592983-Garnier-Women-Mask-and-Peel-4191568356592090-1.jpg",,Dull Skin,Hydration,Daily Use,Hyaluronic Acid,
skincare_584,mask-and-peel,https://www.myntra.com/mask-and-peel/bombay-shaving-company/bombay-shaving-company-unisex-anti-pollution--anti-blackhead-charcoal-face-pack-100gm/9093509/buy,Bombay Shaving Company,Unisex Anti Pollution & Anti Blackhead Charcoal Face Pack 100gm,All," Rs. 1,495.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/9093509/2019/3/25/4ed83e5a-588c-4eb4-83d7-622354a23f361553507980051-Bombay-Shaving-Company-Unisex-Cahrcoal-Face-Pack-100g-937155-1.jpg",,Tan Removal,Anti-Pollution,,Vitamin C,
skincare_585,mask-and-peel,https://www.myntra.com/mask-and-peel/biotique/biotique-bio-mud-youthful-firming-revitalizing-sustainable-face-pack-75-g/1661417/buy,Biotique,Bio Mud Youthful Firming Revitalizing Sustainable Face Pack 75 g,All, Rs. 585.00 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/1661417/2021/2/10/106b9fdf-e843-46ae-adb3-44c75aa4f0321612953584368BiotiqueBioMudYouthfulFirmingRevitalizingSustainableFacePack1.jpg",,Finelines and Wrinkles,Deep Nourishment,Skin Sagging,Almond Oil,
skincare_586,mask-and-peel,https://www.myntra.com/mask-and-peel/swiss-beauty/swiss-beauty-refreshing-and-hydrating-rose-gel-mask-70g/15580386/buy,SWISS BEAUTY,Refreshing and Hydrating Rose Gel Mask 70g,All," Rs. 1,695.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15580386/2021/10/18/ab6ff373-a66a-44fd-a28e-d0d91eeccd521634520045723-SWISS-BEAUTY-Unisex-Mask-and-Peel-6791634520045384-1.jpg",,Hydration,Softening and Smoothening,,Rose Water,
skincare_587,mask-and-peel,https://www.myntra.com/mask-and-peel/good-vibes/good-vibes-transparent-activated-charcoal-peel-off-mask/14654366/buy,Good Vibes,Transparent Activated Charcoal Peel Off Mask,All," Rs. 1,105.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2021/6/26/7859905d-c512-4a7c-a392-ed8512b204b21624682994404-1.jpg",,Deep Nourishment,Softening and Smoothening,Uneven Skin Tone,Charcoal,
skincare_588,mask-and-peel,https://www.myntra.com/mask-and-peel/nutriglow/nutriglow-bridal-glow-face-pack-for-all-skin-types/10375287/buy,NutriGlow,Bridal Glow Face Pack for All Skin Types,All," Rs. 1,460.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/8/3/a4507482-f085-4861-ab50-e9527fb493f11564771106740-1.jpg",,Acne and Blemishes,Dull Skin,Deep Nourishment,,
skincare_589,mask-and-peel,https://www.myntra.com/mask-and-peel/forest-essentials/forest-essentials-facial-ubtan-soundarya-80g/12680132/buy,Forest Essentials,Facial Ubtan Soundarya 80g,All," Rs. 5,875.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/12680132/2021/8/11/d73c8850-7ac7-4787-9f20-9259fcba4b4a1628659204482ForestEssentialsSoundrayaFacialUbtan80g1.jpg",,Tan Removal,Skin Inflammation,Blackheads and Whiteheads,Neem,
skincare_590,mask-and-peel,https://www.myntra.com/mask-and-peel/innisfree/innisfree-my-real-squeeze-face-mask-ex---acai-berry-20-ml/11611884/buy,Innisfree,My Real Squeeze Face Mask EX - Acai Berry 20 ml,All, Rs. 500.00 ,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11611884/2021/8/11/379ea9d1-0a05-40d8-a41a-5dfb6219061b1628671468535InnisfreeMyRealSqueezeFaceMaskEX-AcaiBerry20ml1.jpg",,Hydration,Deep Nourishment,,,
skincare_591,mask-and-peel,https://www.myntra.com/mask-and-peel/mcaffeine/mcaffeine-acne-control-kit-with-face-scrub---cappuccino-coffee-routine/14483874/buy,MCaffeine,Acne Control Kit with Face Scrub - Cappuccino Coffee Routine,All," Rs. 6,295.00 ","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14483874/2021/8/16/21bc94e9-109b-45ae-87ba-1f22ba2e16781629088666423-MCaffeine-Acne-Control-Kit-with-Face-Scrub---Cappuccino-Coff-1.jpg",,Acne and Blemishes,Pore Care,Blackheads and Whiteheads,Caffeine,
